,,,,,,,
"5.6.10.1. МОНИТОРЫ TFT",,,,,,,
"5.6.10.1.1. TFT МОНИТОРЫ ДО 17`",,,,,,,
,"МОНИТОР ASUS 17'' VB175D","962668  ",">3","3,997.00","3,276.00",$107.41,
,"МОНИТОР BENQ G702AD","966270  ",">3","3,997.00","3,276.00",$107.41,
"5.6.10.1.2. TFT МОНИТОРЫ 19`",,,,,,,
,"МОНИТОР ACER V193HQLAOB","965332  ",">10","3,497.00","2,550.00",$83.61,
,"МОНИТОР ASUS VH192D","125717  ",">10","2,999.00","2,600.00",$85.25,
,"МОНИТОР ASUS VS198D","966261  ",">10","3,997.00","3,394.35",$111.29,
,"МОНИТОР BENQ BL902M","966265  ",">10","5,997.00","4,771.19",$156.43,
,"МОНИТОР BENQ E910","966266  ",">10","5,997.00","4,484.89",$147.05,
,"МОНИТОР BENQ E910T","966267  ",">10","6,997.00","5,438.63",$178.32,
,"МОНИТОР BENQ G920WA","966269  ",">10","3,997.00","3,148.20",$103.22,
,"МОНИТОР LG E1951S-BN","966059  ",">10","3,997.00","2,971.46",$97.42,
,"МОНИТОР SAMSUNG B1930NW","966738  ",">10","4,197.00","3,752.82",$123.04,
,"МОНИТОР SAMSUNG S19A200NW","966736  ",">10","4,797.00","4,299.35",$140.96,
,"МОНИТОР SAMSUNG S19A450BW","966737  ",">10","4,997.00","4,481.52",$146.94,
"5.6.10.1.3. TFT МОНИТОРЫ 20`",,,,,,,
,"МОНИТОР ASUS VS208N","966262  ",">3","4,997.00","4,157.69",$136.32,
,"МОНИТОР SAMSUNG S20A300N","966739  ",">10","4,297.00","3,898.56",$127.82,
"5.6.10.1.4. TFT МОНИТОРЫ 22` - 23`",,,,,,,
,"МОНИТОР ASUS VH228D","966393  ",">100","4,997.00","3,898.64",$127.82,
,"МОНИТОР ASUS VK222HE","966260  ",">3","6,997.00","5,616.34",$184.14,
,"МОНИТОР ASUS VS229H (IPS)","966263  ",">10","6,997.00","5,616.34",$184.14,
,"МОНИТОР BENQ E2220HD","966271  ",">10","5,997.00","4,893.89",$160.46,
,"МОНИТОР BENQ G2220HD","966273  ",">10","4,997.00","3,953.54",$129.62,
,"МОНИТОР BENQ G2225HDA","966274  ",">3","4,797.00","3,803.35",$124.70,
,"МОНИТОР BENQ GL2240M","966275  ",">10","4,997.00","4,116.79",$134.98,
,"МОНИТОР DELL LCD E2311H","965306  ",">3","6,997.00","5,460.00",$179.02,
,"МОНИТОР DELL LCD S2230MX","965301  ",">10","6,897.00","5,491.20",$180.04,
,"МОНИТОР DELL LCD ST2220L","965297  ",">3","6,997.00","5,304.00",$173.90,
,"МОНИТОР LG D2342P-PN","966055  ",">10","9,997.00","8,121.65",$266.28,
,"МОНИТОР LG E2241T-BN","963990  ",">3","4,997.00","4,044.25",$132.60,
,"МОНИТОР LG E2251T-BN","966054  ",">10","5,997.00","4,366.28",$143.16,
,"МОНИТОР LG IPS225V-BN","966060  ",">3","6,997.00","5,149.86",$168.85,
,"МОНИТОР LG IPS226V-PN","963287  ",1,"7,497.00","5,491.20",$180.04,
,"МОНИТОР SAMSUNG B2330","966741  ",">10","5,997.00","5,173.79",$169.63,
,"МОНИТОР SAMSUNG B2330H","962950  ",">10","6,997.00","5,392.39",$176.80,
,"МОНИТОР SAMSUNG C23A550U","962940  ",">3","11,997.00","10,609.05",$347.84,
,"МОНИТОР SAMSUNG C23A750X","966056  ",">3","16,997.00","13,765.32",$451.32,
,"МОНИТОР SAMSUNG S22A100N","966602  ",">10","5,997.00","4,299.35",$140.96,
,"МОНИТОР SAMSUNG S22A200B","964020  ",">10","6,997.00","5,028.05",$164.85,
,"МОНИТОР SAMSUNG S22A350H","962945  ",2,"6,997.00","5,257.11",$172.36,
,"МОНИТОР SAMSUNG S22A450BWT","966058  ",">10","7,997.00","5,683.88",$186.36,
,"МОНИТОР SAMSUNG S23A300B","962941  ",">10","7,497.00","5,392.39",$176.80,
,"МОНИТОР SAMSUNG S23A350H","962948  ",">10","7,997.00","6,048.23",$198.30,
,"МОНИТОР SAMSUNG S23A550H","964090  ",">10","8,997.00","6,412.58",$210.25,
,"МОНИТОР SAMSUNG S23A750D 3D","964092  ",">3","16,997.00","11,513.50",$377.49,
"5.6.10.1.5. TFT МОНИТОРЫ 24` И БОЛЕЕ",,,,,,,
,"ИНТЕРАКТИВНАЯ ДОСКА TRIUPH BOARD 90"" TOUCH WHITE","193993  ",1,"69,999.00","63,400.00","$2,078.69",
,"МОНИТОР BENQ G2420HD","966277  ",">3","6,997.00","5,371.29",$176.11,
,"МОНИТОР BENQ G2420HDBL","966278  ",">3","6,797.00","5,711.89",$187.28,
,"МОНИТОР LG D2542P-PN 3D","966061  ",">10","12,997.00","10,917.11",$357.94,
,"МОНИТОР SAMSUNG LS24A350H","966601  ",">10","8,997.00","6,631.19",$217.42,
,"МОНИТОР SAMSUNG LS27A550H","966742  ",">10","14,997.00","10,311.14",$338.07,
,"МОНИТОР SAMSUNG LS27A550HS","966600  ",">10","14,997.00","11,148.17",$365.51,
,"МОНИТОР SAMSUNG S24A300B","964148  ",">10","9,497.00","7,208.30",$236.34,
,"МОНИТОР SAMSUNG S24A450BW","964018  ",2,"11,997.00","8,970.40",$294.11,
,"МОНИТОР SAMSUNG S27A350H","964155  ",">3","12,997.00","9,728.17",$318.96,
,"МОНИТОР SAMSUNG S27A750D 3D","964152  ",">3","20,997.00","15,011.27",$492.17,
,"МОНИТОР SAMSUNG S27A850D 3D","966743  ",">3","21,997.00","17,926.08",$587.74,
,"МОНИТОР SAMSUNG S27A950D 3D","962951  ",2,"22,999.00","15,995.02",$524.43,
"5.6.10.1.6. TFT МОНИТОРЫ + ТВ",,,,,,,
,"ТЕЛЕВИЗОР (МОНИТОР) LG DM2350D-PZ 3D","966053  ",">10","17,998.00","11,004.20",$360.79,
,"ТЕЛЕВИЗОР (МОНИТОР) LG DM2780D 3D","965667  ",">3","23,998.00","15,128.17",$496.01,
,"ТЕЛЕВИЗОР (МОНИТОР) SAMSUNG T23A750 3D","964094  ",">10","24,998.00","17,323.91",$568.00,
,"ТЕЛЕВИЗОР (МОНИТОР) SAMSUNG T24A350","964095  ",1,"14,998.00","9,663.53",$316.84,
,"ТЕЛЕВИЗОР (МОНИТОР) SAMSUNG T27A750 3D","964096  ",">10","30,998.00","21,796.10",$714.63,
"5.6.10.1.7. ЦИФРОВЫЕ ФОТОРАМКИ",,,,,,,
,"ФОТОРАМКА COBY DP1052","964133  ",">10","2,997.00","2,128.00",$69.77,
,"ФОТОРАМКА TRANSCEND PF705 BLACK","235649  ",">10","2,397.00","1,793.60",$58.81,
,"ФОТОРАМКА TRANSCEND PF705 WHITE","234608  ",">10","2,397.00","1,793.60",$58.81,
,"ЭЛЕКТРОННАЯ КНИГА PRESTIGIO LIBRETTO PER3072BRU","966405  ",">100","3,497.00","2,710.00",$88.85,
,"ЭЛЕКТРОННАЯ КНИГА PRESTIGIO LIBRETTO PER5162B","962601  ",">10","6,997.00","5,780.00",$189.51,
,"ЭЛЕКТРОННАЯ КНИГА PRESTIGIO LIBRETTO PER5162W","554926  ",">10","6,997.00","5,780.00",$189.51,
,"ВИДЕОДИСТРИБЬЮТЕР GMB 8OUT *GVS128 VGA","811643  ",">10","1,399.00",585.61,$19.20,
"5.6.2. КОМПЛЕКТУЮЩИЕ",,,,,,,
"5.6.2.1. КОРПУСА И БЛОКИ ПИТАНИЯ",,,,,,,
"5.6.2.1.1. КОРПУСА БЕЗ БЛОКА ПИТАНИЯ",,,,,,,
,"КОРПУС ANTEC DARK FLEET 35 GAMER CASE 11 DRIVE BAYS SIDE WINDOW (БЕЗ БП)","962869  ",2,"4,598.00","3,416.58",$112.02,
,"КОРПУС ANTEC LANBOY AIR GAMER CASE 11 DRIVE BAYS MODULAR CHASSIS (БЕЗ БП)","962871  ",1,"7,999.00","5,849.46",$191.79,
,"КОРПУС ANTEC NINE HUNDRED GAMER CASE 9 DRIVE BAYS ATC-GEH-900 (БЕЗ БП)","962865  ",2,"4,998.00","3,943.34",$129.29,
,"КОРПУС ANTEC NINE HUNDRED GAMER CASE 9 DRIVE BAYS ATC-GEH-900.TWO.V3 (БЕЗ БП)","962866  ",2,"5,998.00","4,479.73",$146.88,
,"КОРПУС ANTEC TWELVE HUNDRED GAMING CASE BLACK (БЕЗ БП)","962867  ",1,"7,999.00","6,374.19",$208.99,
,"КОРПУС CODEGEN ATX-6012L-1/ATX WHITE (БЕЗ БП)","962685  ",">3",698.00,310.34,$10.18,
,"КОРПУС EZCOOL CASE X-600 BLACK AIRDUCT SYSTEM ALUMINIUMCOVERED (БЕЗ БП)","964199  ",">3","2,498.00","1,959.90",$64.26,
,"КОРПУС FRACTAL DESIGN ARC MIDI TOWER (БЕЗ БП)","964297  ",2,"4,298.00","3,256.48",$106.77,
,"КОРПУС FRACTAL DESIGN ARC MINI (БЕЗ БП)","964298  ",1,"3,898.00","2,890.83",$94.78,
,"КОРПУС FRACTAL DESIGN CORE 3000 MIDI TOWER (БЕЗ БП)","964296  ",1,"2,998.00","2,349.94",$77.05,
,"КОРПУС FRACTAL DESIGN DEFINE MINI (БЕЗ БП)","964299  ",1,"4,298.00","3,245.34",$106.40,
,"КОРПУС FRACTAL DESIGN DEFINE R3 ARCTIC WHITE (БЕЗ БП)","964304  ",1,"5,198.00","3,862.20",$126.63,
,"КОРПУС FRACTAL DESIGN DEFINE R3 BLACK PEARL (БЕЗ БП)","964300  ",1,"4,798.00","3,574.54",$117.20,
,"КОРПУС FRACTAL DESIGN DEFINE R3 SILVER ARROW (БЕЗ БП)","964302  ",2,"4,798.00","3,574.54",$117.20,
,"КОРПУС I-BOX PRESTIGE 6224L-CA (БЕЗ БП)","962804  ",1,"1,198.00",694.72,$22.78,
,"КОРПУС I-STAR ICC-822BS COMPUTER CASE ATX (БЕЗ БП)","555923  ",">100",598.00,311.94,$10.23,
,"КОРПУС JCP MINI-ITX CASE MI-121 BLACK/SILVER CE ROHS 2xUSB SLIM ODD (БЕЗ БП)","962878  ",">3","1,197.00",864.53,$28.35,
,"КОРПУС RAIDMAX ALTAS MIDI TOWER (БЕЗ БП)","962857  ",">10","2,397.00","1,883.45",$61.75,
,"КОРПУС RAIDMAX ATX TORNADO BLACK (БЕЗ БП)","962856  ",">3","1,697.00","1,376.40",$45.13,
,"КОРПУС RAIDMAX CYCLONE BLACK MIDI TOWER (БЕЗ БП)","962860  ",">10","1,697.00","1,342.59",$44.02,
,"КОРПУС RAIDMAX MIDI TOWER BLACKSTORM BLACK SIDE WINDOW (БЕЗ БП)","964197  ",">3","3,498.00","2,681.49",$87.92,
,"КОРПУС RAIDMAX MIDI TOWER ECLLIPSE BLACK SIDE WINDOW RED LED (БЕЗ БП)","962864  ",">3","2,997.00","2,246.12",$73.64,
,"КОРПУС RAIDMAX MIDI TOWER SKYLINE BLACK_SILVER","563354  ",2,"2,498.00","1,923.80",$63.08,
,"КОРПУС RAIDMAX QUANTUM MIDI TOWER BLACK (БЕЗ БП)","962863  ",">10","3,397.00","2,385.16",$78.20,
,"КОРПУС RAIDMAX SAGITTARIUS BLACK/SILVER SIDE WINDOW GEH-RM928 (БЕЗ БП)","962873  ",">10","2,897.00","2,074.04",$68.00,
,"КОРПУС RAIDMAX SILENOS BLACK GEH-KM-6788S (БЕЗ БП)","966399  ",">3","1,398.00","1,133.38",$37.16,
,"КОРПУС RAIDMAX TYPHOON BLACK/SILVER SIDE WINDOW (БЕЗ БП)","962858  ",">10","1,697.00","1,332.31",$43.68,
,"КОРПУС RAIDMAX VIPER BLACK/ORANGE GEH-RM321 (БЕЗ БП)","966400  ",">10","1,997.00","1,796.23",$58.89,
,"КОРПУС ZIGNUM MIDI TOWER H-62 REVISION 2 BLACK (БЕЗ БП)","962872  ",">10","1,497.00","1,193.29",$39.12,
"5.6.2.1.2. КОРПУСА С БЛОКОМ ПИТАНИЯ",,,,,,,
,"КОРПУС CODEGEN M610-CA-ATX 400W V2.03 P4 PSU","962687  ",1,"1,599.00","1,309.62",$42.94,
,"КОРПУС COOLERMASTER GLADIATOR 600 MIDI TOWER FULL AL PSU GX-series 550W APFC","962528  ",">3","5,498.00","4,074.66",$133.60,
,"КОРПУС FOXCONN TLA483 400W","949581  ",1,"1,679.00","1,550.00",$50.82,
,"КОРПУС I-STAR ICC-211 ATX 450W","962697  ",">100",998.00,544.70,$17.86,
,"КОРПУС I-STAR ICC-803BS COMPUTER CASE ATX WITH PSU 500W","554923  ",">100","1,498.00",777.62,$25.50,
,"КОРПУС I-STAR ICC-963 COMPUTER CASE ATX WITH PSU 500W","555922  ",">100","1,398.00",723.70,$23.73,
,"КОРПУС JCP MIDI TOWER ATX DARK CRYSTAL BLACK PSU JCP 500W","962875  ",">3","1,597.00","1,171.68",$38.42,
,"КОРПУС JSP 8702 MIDI TOWER ATX BLACK 480W","965310  ",">100",997.00,718.30,$23.55,
,"КОРПУС JSP 8708 MIDI TOWER ATX BLACK 480W","966397  ",">100",897.00,674.41,$22.11,
,"КОРПУС JSP 8712 MIDI TOWER ATX BLACK 480W","966396  ",">10",897.00,658.16,$21.58,
,"КОРПУС JSP 8718 MIDI TOWER ATX BLACK 500W","966392  ",">10","1,197.00",953.00,$31.25,
,"КОРПУС JSP 8720 MIDI TOWER ATX BLACK 480W","965311  ",">3","1,097.00",650.00,$21.31,
,"КОРПУС JSP CB-341 MIDI TOWER ATX","966398  ",">10","1,597.00","1,373.21",$45.02,
,"КОРПУС JSP KK-9939 MIDI TOWER ATX BLACK","966391  ",">10","1,397.00","1,190.16",$39.02,
,"КОРПУС JSP TMA02 MINI TOWER ATX BLACK","966394  ",">10","1,297.00","1,068.25",$35.02,
,"КОРПУС JSP TMA03 MINI TOWER ATX BLACK","966395  ",">10","1,297.00","1,129.02",$37.02,
,"КОРПУС ZIGNUM CINDERELLA DREAM MIDI TOWER PINK 420W ATX 2.0 20+4 M/B PFC CE","962839  ",">10","1,497.00",730.00,$23.93,
"5.6.2.1.5. БЛОКИ ПИТАНИЯ XILENCE ДЛЯ КОРПУСОВ",,,,,,,
,"БЛОК ПИТАНИЯ 300W XILENCE TFX-SERIES ACTIVE PFC 20+4 2xSATA","962853  ",">3","1,197.00",920.79,$30.19,
,"БЛОК ПИТАНИЯ 400W XILENCE ATX 2.3 REDWING CE ROHS","962840  ",">10","1,497.00",922.00,$30.23,
,"БЛОК ПИТАНИЯ 420W XILENCE ATX 2.3 REDWING CE ROHS","962844  ",">3","1,599.00","1,124.36",$36.86,
,"БЛОК ПИТАНИЯ 450W XILENCE ATX 2.3 REDWING CE ROHS","962841  ",">10","1,597.00","1,155.21",$37.88,
,"БЛОК ПИТАНИЯ 480W XILENCE ATX 2.3 REDWING CE ROHS","962845  ",">100","1,697.00","1,175.12",$38.53,
,"БЛОК ПИТАНИЯ 500W XILENCE ATX 2.3 REDWING CE ROHS","962842  ",">10","1,697.00","1,130.81",$37.08,
,"БЛОК ПИТАНИЯ 550W XILENCE ATX 2.3 MODULAR SERIES CE ROHS 80+","966050  ",">10","2,897.00","2,296.29",$75.29,
,"БЛОК ПИТАНИЯ 550W XILENCE ATX 2.3 REDWING CE ROHS","962843  ",">100","1,797.00","1,268.83",$41.60,
,"БЛОК ПИТАНИЯ 580W XILENCE ATX 2.3 REDWING CE ROHS","962854  ",">100","1,897.00","1,433.98",$47.02,
,"БЛОК ПИТАНИЯ 600W XILENCE ATX 2.3 GAMING SERIES CE ROHS 80+","962855  ",">10","2,797.00","2,061.28",$67.58,
,"БЛОК ПИТАНИЯ 700W XILENCE ATX 2.3 GAMING SERIES CE ROHS 80+","962846  ",">10","2,997.00","2,343.01",$76.82,
,"БЛОК ПИТАНИЯ 750W LEVICOM ATX PFC VISIBLE POWER BLUE LED (С ПОДСВЕТКОЙ)","966049  ",">10","2,597.00","2,083.78",$68.32,
,"БЛОК ПИТАНИЯ 750W XILENCE ATX 2.3 MODULAR SERIES CE ROHS 80+","962848  ",">10","4,197.00","3,173.23",$104.04,
,"БЛОК ПИТАНИЯ 800W XILENCE ATX 2.3 GAMING SERIES CE ROHS 80+","962847  ",">10","3,597.00","2,746.17",$90.04,
,"БЛОК ПИТАНИЯ 850W XILENCE ATX 2.3 XQ SERIES ACTIVE PFC 80+ SILVER CABLE SYSTEM","962851  ",">3","6,298.00","4,847.71",$158.94,
"5.6.2.1.6. БЛОКИ ПИТАНИЯ GEMBIRD ДЛЯ КОРПУСОВ",,,,,,,
,"БЛОК ПИТАНИЯ 550W CCC-PSU7X GEMBIRD","751200  ",">3","1,499.00",936.15,$30.69,
,"БЛОК ПИТАНИЯ 550W GEMBIRD CCC-PSU7K","564539  ",">10","1,499.00",879.20,$28.83,
"5.6.2.10. СИСТЕМНЫЕ ПЛАТЫ",,,,,,,
"5.6.2.10.2. МАТЕРИНСКИЕ ПЛАТЫ SOCKET AM2/AM3",,,,,,,
,"MB AM2 ASRock N68-VS3 UCC /BULK","965635  ",">10","1,597.00","1,143.75",$37.50,
,"MB AM2+ ASUS M4A88T-I DELUXE","962825  ",">3","5,097.00","3,873.50",$127.00,
,"MB AM2+ ASUS M4A88T-M","962818  ",">3","3,197.00","2,308.85",$75.70,
,"MB AM2+ ASUS M4A88T-M/USB3","962820  ",">3","3,697.00","2,674.85",$87.70,
,"MB AM2+ ASUS M4A88T-V EVO","962819  ",2,"3,697.00","2,635.20",$86.40,
,"MB AM2+ ASUS M4A88T-V EVO/USB3","962822  ",2,"3,997.00","2,854.80",$93.60,
,"MB AM2+ ASUS M4A88TD-V EVO/USB3","962823  ",2,"4,297.00","3,050.00",$100.00,
,"MB AM2+ ASUS M5A78L","965641  ",2,"2,897.00","2,028.25",$66.50,
,"MB AM2+ ASUS M5A78L-M LE","965644  ",">3","2,297.00","1,601.25",$52.50,
,"MB AM2+ ASUS M5A78L-M LX","965645  ",">10","1,897.00","1,296.25",$42.50,
,"MB AM2+ ASUS M5A78L-M LX V2","965642  ",">10","1,597.00","1,067.50",$35.00,
,"MB AM2+ ASUS M5A88-M EVO","962817  ",">3","4,297.00","3,111.00",$102.00,
,"MB AM2+ ASUS M5A88-V EVO","962824  ",2,"4,297.00","3,111.00",$102.00,
,"MB AM3 ASRock 760GM-GS3","965659  ",1,"1,997.00","1,372.50",$45.00,
,"MB AM3+ ASRock 880GMH/U3S3","965658  ",">3","3,497.00","2,455.25",$80.50,
"5.6.2.10.4. МАТЕРИНСКИЕ ПЛАТЫ SOCKET 775",,,,,,,
,"MB 775 ASROCK G41M-GS3","965631  ",">10","1,797.00","1,281.00",$42.00,
,"MB 775 ASROCK G41M-S3 G41-ICH7/2*DDR3/4*SATA2/VGA/2*PCI/COM/LAN/MATX/SOUND 5.1 ALC662","963055  ",">10","1,697.00","1,326.75",$43.50,
,"MB 775 ASROCK G41M-VS3","962131  ",">10","1,597.00","1,174.25",$38.50,
,"MB 775 GIGABYTE GA-G41MT-S2P 2*DDR3/4*SATA/VGA/DVI/COM/GLAN/mATX","296618  ",2,"1,797.00","1,250.50",$41.00,
,"MB 775 MSI G41M-P26/VGA/2*DDR3/4*SATA2/COM/LPT/4*USB2.0/FSB 800/1066/1333","964232  ",">10","1,697.00","1,159.00",$38.00,
"5.6.2.10.5. МАТЕРИНСКИЕ ПЛАТЫ SOCKET 1156",,,,,,,
,"MB 1156 ASROCK H55M-LE 2*DDR3/4*SATA2/VGA/DVI/6*USB2.0/GLAN/7.1CH","563994  ",">3","2,699.00","2,196.00",$72.00,
"5.6.2.10.6. МАТЕРИНСКИЕ ПЛАТЫ SOCKET 1155",,,,,,,
,"MB 1155 ASROCK H61M-HVS H61/2xDDR3 1333/4xSATA2/6xUSB2.0/VGA/HDMI/5.1CH AUDIO/LAN","965630  ",">10","2,197.00","1,586.00",$52.00,
,"MB 1155 ASROCK H61M-S H61/2xDDR3 1333/4xSATA2/6xUSB2.0/VGA/DVI/5.1CH AUDIO/LAN","963511  ",">10","2,097.00","1,647.00",$54.00,
,"MB 1155 ASROCK H61M-VS H61/2xDDR3 1333/4xSATA2/6xUSB2.0/VGA/5.1CH AUDIO/LAN","962508  ",">100","1,997.00","1,372.50",$45.00,
,"MB 1155 ASROCK H61M/U3S3 H61/2xDDR3 1333/2xSATA3/2xUSB3.0/VGA/DVI/HDMI/5.1CH AUDIO/GLAN","965836  ",">10","2,597.00","2,013.00",$66.00,
,"MB 1155 ASROCK H67M-GE H67/2xDDR3 1333/2xSATA3/2xUSB3.0/1xESATA/VGA/DVI/HDMI/7.1CH AUDIO/GLAN","965634  ",1,"3,697.00","2,653.50",$87.00,
,"MB 1155 ASUS P8H61-M LE","962803  ",">10","2,397.00","1,982.50",$65.00,
,"MB 1155 ASUS P8H61-M LE/USB3","965624  ",">10","2,797.00","2,013.00",$66.00,
,"MB 1155 ASUS P8H61-M LX R3.0 2xDDR3/4xSATA2/VGA/DVI/GLAN/8CH-Sound (OEM)","965625  ",">10","2,097.00","1,525.00",$50.00,
,"MB 1155 ASUS P8H61-M PRO","962815  ",">3","3,397.00","2,745.00",$90.00,
,"MB 1155 MSI H61MU-E35 B3 2*DDR3/4*SATA2/HDMI/VGA/DVI-D/2*USB3.0/GLAN/7.1 SOUND/mATX","964234  ",">3","2,997.00","2,074.00",$68.00,
"5.6.2.10.7. МАТЕРИНСКИЕ ПЛАТЫ SOCKET FM1",,,,,,,
,"MB FM1 ASROCK A75 PRO4","965656  ",">3","3,897.00","3,324.50",$109.00,
,"MB FM1 ASROCK A75M-HVS","965657  ",">3","2,897.00","2,287.50",$75.00,
,"MB FM1 ASUS F1A55-M LE","965654  ",">3","1,597.00","2,745.00",$90.00,
,"MB FM1 ASUS F1A55-M LX","965655  ",2,"2,597.00","2,135.00",$70.00,
,"MB FM1 ASUS F1A55-M LX PLUS","965835  ",">10","2,497.00","2,104.50",$69.00,
,"MB FM1 ASUS F1A55-V","965649  ",">3","3,797.00","2,775.50",$91.00,
,"MB FM1 ASUS F1A75","965648  ",1,"3,897.00","2,897.50",$95.00,
,"MB FM1 ASUS F1A75-M","965652  ",">3","3,697.00","2,745.00",$90.00,
,"MB FM1 ASUS F1A75-M LE","965653  ",">10","3,197.00","2,592.50",$85.00,
,"MB FM1 ASUS F1A75-V EVO","965646  ",">3","4,997.00","3,812.50",$125.00,
,"MB FM1 ASUS F1A75-V PRO","965647  ",">3","4,297.00","3,355.00",$110.00,
,"MB FM1 GIGABYTE GA-A55M-S2V","965996  ",">3","2,798.00","2,135.00",$70.00,
,"MB FM1 GIGABYTE GA-A75M-D2H","965998  ",">3","3,598.00","2,806.00",$92.00,
,"MB FM1 GIGABYTE GA-A75M-S2V","965997  ",">3","3,298.00","2,592.50",$85.00,
,"MB FM1 MSI A55M-P35","965995  ",2,"2,798.00","2,074.00",$68.00,
"5.6.2.10.8. МАТЕРИНСКИЕ ПЛАТЫ ПРОЧИЕ",,,,,,,
,"MB 2011 ASUS P9X79 8xDDR3 1866/2xSATA3/4xSATA2/Raid-0-1-5-10/4xUSB3.0/8CH-RealtekALC892","965621  ",">3","10,997.00","8,387.50",$275.00,
"5.6.2.11. ГРАФИЧЕСКИЕ КАРТЫ, ВИДЕОКАРТЫ",,,,,,,
"5.6.2.11.1. ГРАФИЧЕСКИЕ КАРТЫ, ВИДЕОКАРТЫ",,,,,,,
,"ВИДЕОКАРТА ASUS GT440 1GB DDR3 128BIT DVI/HDMI","555914  ",2,"3,197.00","2,592.50",$85.00,
,"ВИДЕОКАРТА INNOVISION GT430 2GB 128BIT SDDR3 700/1333 DVI+VGA+HDMI","964055  ",">3","3,298.00","1,891.00",$62.00,
,"ВИДЕОКАРТА INNOVISION GT440 1GB 128BIT DDR3","962574  ",">3","2,698.00","1,799.50",$59.00,
,"ВИДЕОКАРТА INNOVISION GT440 1GB 128BIT DDR5 810/3200 HDMI+DVI+VGA","962578  ",1,"3,298.00","2,470.50",$81.00,
,"ВИДЕОКАРТА INNOVISION GT440 2GB 128BIT DDR3 810/1333 HDMI+DVI+VGA","962573  ",">10","2,998.00","1,982.50",$65.00,
,"ВИДЕОКАРТА INNOVISION GT520 1GB 64BIT DDR3 810/1066 HDMI+DVI+VGA","962575  ",">10","1,998.00","1,342.00",$44.00,
,"ВИДЕОКАРТА INNOVISION GT520 2GB 64BIT DDR3 810/1066 HDMI+DVI+VGA","962579  ",">10","2,298.00","1,525.00",$50.00,
,"ВИДЕОКАРТА INNOVISION GTS450 2GB 128BIT DDR5 783/3608 HDMI+DVI+VGA","962576  ",">10","5,998.00","4,575.00",$150.00,
,"ВИДЕОКАРТА INNOVISION GTX550Ti 1GB 192BIT DDR5 920/4100 HDMI 2xDVI","962581  ",">3","5,298.00","3,629.50",$119.00,
,"ВИДЕОКАРТА INNOVISION GTX550Ti 2GB 192BIT DDR5 920/4100 HDMI 2xDVI","962580  ",">10","6,498.00","5,124.00",$168.00,
,"ВИДЕОКАРТА INNOVISION GTX560 1GB 256BIT DDR5 810/4000 HDMI 2xDVI","962583  ",">3","7,598.00","5,703.50",$187.00,
,"ВИДЕОКАРТА INNOVISION GTX560Ti 1GB 256BIT DDR5 822/4000 HDMI 2xDVI","962582  ",">3","8,998.00","6,771.00",$222.00,
,"ВИДЕОКАРТА INNOVISION GTX580 3GB 384BIT DDR5","962586  ",1,"20,998.00","16,927.50",$555.00,
,"ВИДЕОКАРТА INNOVISION GTX590 3GB 384BIT DDR5 607/3414 HDMI 3xDVI VGA","965235  ",2,"27,998.00","23,332.50",$765.00,
,"ВИДЕОКАРТА LEADTEK GTX460 1024MB CUDA GDDR5(256bit) 675MHz/3600MHz/HDMI, 2xDVI, VGA","962795  ",">3","6,997.00","4,575.00",$150.00,
,"ВИДЕОКАРТА SAPPHIRE HD6450 DDR3 PCI 2GB 64bit 625MHz/667MHz/HDMI/DVI/VGA","963641  ",">3","2,999.00","1,830.00",$60.00,
,"ВИДЕОКАРТА SAPPHIRE HD6570 1GB DDR3/128BIT/D-Sub/DVI-I/HDMI/650/900","556417  ",1,"2,997.00","2,226.50",$73.00,
,"ВИДЕОКАРТА SAPPHIRE HD6570 DDR3 PCI 1GB 128bit","962595  ",">10","3,497.00","2,135.00",$70.00,
,"ВИДЕОКАРТА SAPPHIRE HD6570 DDR3 PCI 2GB 128bit","962596  ",">10","3,298.00","2,348.50",$77.00,
,"ВИДЕОКАРТА SAPPHIRE HD6670 DDR3 PCI 1GB 128bit","963703  ",">10","3,698.00","2,623.00",$86.00,
,"ВИДЕОКАРТА SAPPHIRE HD6750 DDR5 PCI 1024MB 128bit","962589  ",">3","4,298.00","3,172.00",$104.00,
,"ВИДЕОКАРТА SAPPHIRE HD6770 DDR5 PCI 1GB 128bit","962593  ",">10","5,298.00","3,965.00",$130.00,
,"ВИДЕОКАРТА SAPPHIRE HD6790 DDR5 PCI 1GB 256bit","962598  ",">10","5,498.00","4,392.00",$144.00,
,"ВИДЕОКАРТА SAPPHIRE HD6850 DDR5 PCI 1024MB 256bit","962588  ",">10","6,998.00","4,971.50",$163.00,
,"ВИДЕОКАРТА SAPPHIRE HD6870 DDR5 PCI 1024MB 256bit","962587  ",">10","7,298.00","5,947.50",$195.00,
,"ВИДЕОКАРТА SAPPHIRE HD6950 DDR5 PCI 1GB 256bit","962591  ",1,"9,498.00","7,472.50",$245.00,
,"ВИДЕОКАРТА VTX3D HD5450 DDR2 PCI 512MB 650MHz/667MHz PCI-E 2.1 x16, HDMI, DVI, VGA","966195  ",">3","1,197.00",854.00,$28.00,
,"ВИДЕОКАРТА VTX3D HD6450 DDR3 PCI 1GB 64bit 625MHz/800MHz PCI-E 2.1 x16, HDMI, DVI, VGA","966191  ",">10","1,697.00","1,189.50",$39.00,
